,N,P,K,temperature,humidity,ph,rainfall,label,Red_spider_mite_count,Red_spider_mite_category,Red_spider_mite_count_lag_1,Red_spider_mite_count_lag_3,Red_spider_mite_count_lag_7,temperature_lag_1,temperature_lag_3,temperature_lag_7,humidity_lag_1,humidity_lag_3,humidity_lag_7,rainfall_lag_1,rainfall_lag_3,rainfall_lag_7,count_roll_mean_3,count_roll_max_3,count_roll_std_3,count_roll_mean_7,count_roll_max_7,count_roll_std_7,count_roll_mean_14,count_roll_max_14,count_roll_std_14,temperature_roll_mean_3,temperature_roll_max_3,temperature_roll_min_3,temperature_roll_mean_7,temperature_roll_max_7,temperature_roll_min_7,temperature_roll_mean_14,temperature_roll_max_14,temperature_roll_min_14,humidity_roll_mean_3,humidity_roll_min_3,humidity_roll_max_3,humidity_roll_mean_7,humidity_roll_min_7,humidity_roll_max_7,humidity_roll_mean_14,humidity_roll_min_14,humidity_roll_max_14,rainfall_roll_mean_3,rainfall_roll_sum_3,rainfall_roll_mean_7,rainfall_roll_sum_7,rainfall_roll_mean_14,rainfall_roll_sum_14,month,day_of_year,day_of_week,week_of_year
2025-04-19,65,59,48,24.92010883041556,68.95977024899666,6.4371065081418335,0.0,rice,-9223372036854775808,Low,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,24.37770458574103,26.048881197166175,22.76193213563977,77.5291613085924,70.82472948077022,81.37495288262281,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,24.09966555627471,24.92010883041556,23.00118325266769,24.293285415163673,26.048881197166175,21.79760689545301,23.67736065500077,26.048881197166175,20.45603245517643,74.57712746680316,68.95977024899666,77.5291613085924,76.25858163547421,68.95977024899666,83.0032246776518,76.31641423740983,67.21439703053684,91.11601117016976,0.0,0.0,0.0,0.0,0.0,0.0,4,109,5,16
2025-04-20,55,51,42,26.008126168211632,72.52064455325198,6.841799021041514,9.996094228670412,rice,-9223372036854775808,Low,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,24.92010883041556,23.00118325266769,25.990359229264474,68.95977024899666,77.2424508428204,83.0032246776518,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,25.101979861456027,26.008126168211632,24.37770458574103,24.29582354929898,26.048881197166175,21.79760689545301,24.063498563498374,26.048881197166175,20.45603245517643,73.00319203694703,68.95977024899666,77.5291613085924,74.76107018913137,68.95977024899666,78.36205541170969,76.12080321267648,67.21439703053684,91.11601117016976,3.3320314095566523,9.996094228669957,1.4280134612386282,9.996094228670398,0.7140067306193144,9.996094228670401,4,110,6,16
2025-04-21,54,65,52,22.645686295429414,72.77325764962856,7.378577655452127,0.0,rice,-9223372036854775808,Low,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,26.008126168211632,24.37770458574103,21.79760689545301,72.52064455325198,77.5291613085924,77.88867947777831,9.996094228670412,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,24.524640431352154,26.008126168211632,22.645686295429414,24.416977749295615,26.048881197166175,22.645686295429414,23.97113285457789,26.048881197166175,20.45603245517643,71.4178908172924,68.95977024899666,72.77325764962856,74.03029564225285,68.95977024899666,78.36205541170969,76.29289342840632,67.21439703053684,91.11601117016976,3.3320314095566523,9.996094228669957,1.4280134612386282,9.996094228670398,0.7140067306193144,9.996094228670401,4,111,0,17
2025-04-22,47,51,59,25.21472171888918,80.0498134784099,6.913978123929495,0.0,rice,-9223372036854775808,Low,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,22.645686295429414,24.92010883041556,23.917153915437773,72.77325764962856,68.95977024899666,78.36205541170969,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,24.622844727510028,26.008126168211632,22.645686295429414,24.602344578360096,26.048881197166175,22.645686295429414,24.311039230557373,26.048881197166175,21.79760689545301,75.11457189376348,72.52064455325198,80.0498134784099,74.27140393749573,68.95977024899666,80.0498134784099,75.50245073613776,67.21439703053684,83.0032246776518,3.3320314095566523,9.996094228669957,1.4280134612386282,9.996094228670398,0.7140067306193144,9.996094228670401,4,112,1,17
2025-04-23,43,45,49,26.160672271750688,76.78124041345457,6.646295139636392,0.0,rice,-9223372036854775808,Low,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,25.21472171888918,26.008126168211632,26.048881197166175,80.0498134784099,72.52064455325198,70.82472948077022,0.0,9.996094228670412,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,24.673693428689713,26.160672271750688,22.645686295429414,24.61831473187217,26.160672271750688,22.645686295429414,24.438078993689,26.160672271750688,21.79760689545301,76.53477051383102,72.77325764962856,80.0498134784099,75.12233407073634,68.95977024899666,80.0498134784099,75.83506290512263,67.21439703053684,83.0032246776518,0.0,0.0,1.4280134612386282,9.996094228670398,0.7140067306193144,9.996094228670401,4,113,2,17
2025-04-24,54,54,53,23.504515263125167,71.82708238976406,6.355455345405822,0.0,rice,-9223372036854775808,Low,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,26.160672271750688,22.645686295429414,23.00118325266769,76.78124041345457,72.77325764962856,77.2424508428204,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,24.95996975125496,26.160672271750688,23.504515263125167,24.69021930479467,26.160672271750688,22.645686295429414,24.36753481213886,26.160672271750688,21.79760689545301,76.21937876054285,71.82708238976406,80.0498134784099,74.34871000601402,68.95977024899666,80.0498134784099,75.45367570328486,67.21439703053684,83.0032246776518,0.0,0.0,1.4280134612386282,9.996094228670398,0.7140067306193144,9.996094228670401,4,114,3,17
2025-04-25,44,68,52,29.58957380628358,63.211627095555755,6.39079074916296,0.0,rice,-9223372036854775808,Low,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,23.504515263125167,25.21472171888918,24.37770458574103,71.82708238976406,80.0498134784099,77.5291613085924,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,26.418253780386426,29.58957380628358,23.504515263125167,25.434772050586457,29.58957380628358,22.645686295429414,24.709873254676797,29.58957380628358,21.79760689545301,70.60664996625813,63.211627095555755,76.78124041345457,72.30334797558021,63.211627095555755,80.0498134784099,75.16776356507194,63.211627095555755,83.0032246776518,0.0,0.0,1.4280134612386282,9.996094228670398,0.7140067306193144,9.996094228670401,4,115,4,17
2025-04-26,65,50,51,26.2077891926147,70.29506096750474,7.03700746116578,0.0,rice,-9223372036854775808,Low,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,29.58957380628358,26.160672271750688,24.92010883041556,63.211627095555755,76.78124041345457,68.95977024899666,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,26.433959420674437,29.58957380628358,23.504515263125167,25.61872638804348,29.58957380628358,22.645686295429414,24.95600590160358,29.58957380628358,21.79760689545301,68.44459015094152,63.211627095555755,71.82708238976406,72.49410379250993,63.211627095555755,80.0498134784099,74.37634271399209,63.211627095555755,83.0032246776518,0.0,0.0,1.4280134612386282,9.996094228670398,0.7140067306193144,9.996094228670401,4,116,5,17
2025-04-27,42,56,49,24.45818038897228,67.4613009933689,7.230177180303111,0.0,rice,-9223372036854775808,Low,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,26.2077891926147,23.504515263125167,26.008126168211632,70.29506096750474,71.82708238976406,72.52064455325198,0.0,0.0,9.996094228670412,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,26.751847795956802,29.58957380628358,24.45818038897228,25.397305562437857,29.58957380628358,22.645686295429414,24.84656455586842,29.58957380628358,21.79760689545301,66.98932968547646,63.211627095555755,70.29506096750474,71.77134042681236,63.211627095555755,80.0498134784099,73.26620530797187,63.211627095555755,80.0498134784099,0.0,0.0,0.0,0.0,0.7140067306193144,9.996094228670401,4,117,6,17
2025-04-28,56,52,51,26.597557399093656,75.84202414447941,5.5806276412896745,0.0,rice,-9223372036854775808,Low,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,24.45818038897228,29.58957380628358,22.645686295429414,67.4613009933689,63.211627095555755,72.77325764962856,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,-9.223372036854776e+18,-9.223372036854776e+18,0.0,25.75450899356016,26.597557399093656,24.45818038897228,25.961858577247035,29.58957380628358,23.504515263125167,25.18941816327132,29.58957380628358,22.645686295429414,71.19946203511769,67.4613009933689,75.84202414447941,72.20973564036248,63.211627095555755,80.0498134784099,73.12001564130766,63.211627095555755,80.0498134784099,0.0,0.0,0.0,0.0,0.7140067306193144,9.996094228670401,4,118,0,18
